season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,day,month,hour,is_weekend
2,0,6,15,0,1,1,2,0.82,0.7424,0.41,0.3284,183,7,6,15,0
2,0,6,16,0,1,1,1,0.8,0.7121,0.38,0.2239,308,7,6,16,0
2,0,6,17,0,1,1,1,0.8,0.7273,0.43,0.2537,539,7,6,17,0
2,0,6,18,0,1,1,1,0.78,0.697,0.46,0.2836,551,7,6,18,0
2,0,6,19,0,1,1,1,0.76,0.6818,0.48,0.2537,424,7,6,19,0
2,0,6,20,0,1,1,1,0.74,0.6818,0.56,0.1343,346,7,6,20,0
2,0,6,21,0,1,1,1,0.72,0.6818,0.7,0.1343,218,7,6,21,0
2,0,6,22,0,1,1,1,0.7,0.6515,0.65,0.1343,153,7,6,22,0
2,0,6,23,0,1,1,1,0.68,0.6364,0.79,0.1045,90,7,6,23,0
2,0,6,0,0,2,1,1,0.66,0.5909,0.89,0.1343,41,8,6,0,0
2,0,6,1,0,2,1,1,0.66,0.6061,0.78,0.0,23,8,6,1,0
2,0,6,2,0,2,1,1,0.64,0.5758,0.89,0.0896,7,8,6,2,0
2,0,6,3,0,2,1,1,0.64,0.5758,0.89,0.0896,3,8,6,3,0
2,0,6,4,0,2,1,1,0.62,0.5758,0.83,0.0,6,8,6,4,0
2,0,6,5,0,2,1,1,0.62,0.5606,0.88,0.0,21,8,6,5,0
2,0,6,6,0,2,1,1,0.64,0.5758,0.89,0.1343,116,8,6,6,0
2,0,6,7,0,2,1,1,0.66,0.6212,0.74,0.1045,353,8,6,7,0
2,0,6,8,0,2,1,1,0.76,0.7121,0.58,0.1642,481,8,6,8,0
2,0,6,9,0,2,1,1,0.76,0.7121,0.58,0.1642,202,8,6,9,0
2,0,6,10,0,2,1,1,0.82,0.7424,0.43,0.2239,90,8,6,10,0
2,0,6,11,0,2,1,1,0.84,0.7576,0.41,0.194,134,8,6,11,0
2,0,6,12,0,2,1,1,0.88,0.8182,0.42,0.1343,149,8,6,12,0
2,0,6,13,0,2,1,1,0.9,0.8485,0.42,0.0,136,8,6,13,0
2,0,6,14,0,2,1,1,0.92,0.8788,0.4,0.2537,155,8,6,14,0
2,0,6,15,0,2,1,1,0.92,0.8788,0.4,0.1642,128,8,6,15,0
2,0,6,16,0,2,1,1,0.92,0.8788,0.4,0.2239,233,8,6,16,0
2,0,6,17,0,2,1,1,0.92,0.8485,0.35,0.2239,506,8,6,17,0
2,0,6,18,0,2,1,1,0.9,0.8182,0.37,0.2239,459,8,6,18,0
2,0,6,19,0,2,1,1,0.82,0.803,0.59,0.1343,384,8,6,19,0
2,0,6,20,0,2,1,1,0.8,0.7879,0.63,0.1343,280,8,6,20,0
2,0,6,21,0,2,1,1,0.8,0.803,0.66,0.1343,202,8,6,21,0
2,0,6,22,0,2,1,1,0.76,0.7424,0.75,0.1642,176,8,6,22,0
2,0,6,23,0,2,1,1,0.76,0.7424,0.75,0.194,116,8,6,23,0
2,0,6,0,0,3,1,2,0.74,0.7121,0.79,0.1343,47,9,6,0,0
2,0,6,1,0,3,1,1,0.74,0.7121,0.79,0.1045,16,9,6,1,0
2,0,6,2,0,3,1,2,0.72,0.7121,0.84,0.1642,6,9,6,2,0
2,0,6,3,0,3,1,2,0.72,0.7121,0.84,0.1045,2,9,6,3,0
2,0,6,4,0,3,1,2,0.72,0.697,0.79,0.0896,6,9,6,4,0
2,0,6,5,0,3,1,2,0.7,0.6667,0.84,0.0,20,9,6,5,0
2,0,6,6,0,3,1,2,0.72,0.7121,0.84,0.0896,118,9,6,6,0
2,0,6,7,0,3,1,2,0.72,0.697,0.79,0.1343,314,9,6,7,0
2,0,6,8,0,3,1,2,0.76,0.7273,0.7,0.1045,432,9,6,8,0
2,0,6,9,0,3,1,1,0.84,0.7879,0.49,0.0,168,9,6,9,0
2,0,6,10,0,3,1,1,0.86,0.8182,0.5,0.2836,94,9,6,10,0
2,0,6,11,0,3,1,1,0.9,0.8485,0.42,0.2239,118,9,6,11,0
2,0,6,12,0,3,1,1,0.92,0.8485,0.35,0.194,140,9,6,12,0
2,0,6,13,0,3,1,1,0.9,0.8182,0.37,0.0896,136,9,6,13,0
2,0,6,14,0,3,1,1,0.92,0.8788,0.4,0.194,118,9,6,14,0
2,0,6,15,0,3,1,1,0.94,0.8333,0.31,0.1642,104,9,6,15,0
2,0,6,16,0,3,1,1,0.92,0.8333,0.33,0.1343,200,9,6,16,0
2,0,6,17,0,3,1,1,0.9,0.8182,0.37,0.2537,409,9,6,17,0
2,0,6,18,0,3,1,1,0.88,0.803,0.39,0.2836,466,9,6,18,0
2,0,6,19,0,3,1,2,0.84,0.7424,0.39,0.3284,326,9,6,19,0
2,0,6,20,0,3,1,2,0.8,0.7273,0.43,0.194,254,9,6,20,0
2,0,6,21,0,3,1,3,0.76,0.697,0.52,0.0,171,9,6,21,0
2,0,6,22,0,3,1,2,0.74,0.6818,0.58,0.1642,153,9,6,22,0
2,0,6,23,0,3,1,2,0.74,0.697,0.57,0.1642,97,9,6,23,0
2,0,6,0,0,4,1,3,0.7,0.6515,0.65,0.2239,69,10,6,0,0
2,0,6,1,0,4,1,3,0.7,0.6515,0.65,0.2239,23,10,6,1,0
2,0,6,2,0,4,1,1,0.68,0.6364,0.69,0.1642,13,10,6,2,0
2,0,6,3,0,4,1,1,0.68,0.6364,0.69,0.1642,6,10,6,3,0
2,0,6,4,0,4,1,1,0.66,0.6061,0.78,0.1642,4,10,6,4,0
2,0,6,5,0,4,1,1,0.66,0.6061,0.78,0.1642,28,10,6,5,0
2,0,6,6,0,4,1,1,0.66,0.6061,0.78,0.0896,104,10,6,6,0
2,0,6,7,0,4,1,1,0.72,0.6818,0.66,0.1045,267,10,6,7,0
2,0,6,8,0,4,1,1,0.74,0.6818,0.58,0.1343,452,10,6,8,0
2,0,6,9,0,4,1,1,0.76,0.697,0.55,0.0,213,10,6,9,0
2,0,6,10,0,4,1,1,0.78,0.7121,0.52,0.0,111,10,6,10,0
2,0,6,11,0,4,1,1,0.82,0.7576,0.46,0.0,153,10,6,11,0
2,0,6,12,0,4,1,1,0.84,0.7576,0.44,0.1343,207,10,6,12,0
2,0,6,13,0,4,1,1,0.84,0.7576,0.44,0.1045,189,10,6,13,0
2,0,6,14,0,4,1,1,0.86,0.7727,0.39,0.0,165,10,6,14,0
2,0,6,15,0,4,1,1,0.84,0.7576,0.44,0.1045,212,10,6,15,0
2,0,6,16,0,4,1,1,0.82,0.7879,0.56,0.2985,285,10,6,16,0
2,0,6,17,0,4,1,1,0.82,0.7727,0.52,0.2239,517,10,6,17,0
2,0,6,18,0,4,1,1,0.8,0.7727,0.59,0.2239,463,10,6,18,0
2,0,6,19,0,4,1,1,0.78,0.7424,0.59,0.194,306,10,6,19,0
2,0,6,20,0,4,1,1,0.76,0.7121,0.62,0.1045,250,10,6,20,0
2,0,6,21,0,4,1,1,0.76,0.7273,0.66,0.1343,218,10,6,21,0
2,0,6,22,0,4,1,1,0.72,0.697,0.74,0.2537,185,10,6,22,0
2,0,6,23,0,4,1,1,0.72,0.697,0.74,0.1642,146,10,6,23,0
2,0,6,0,0,5,0,1,0.7,0.6667,0.79,0.1343,117,11,6,0,1
2,0,6,1,0,5,0,1,0.7,0.6667,0.79,0.0896,77,11,6,1,1
2,0,6,2,0,5,0,1,0.7,0.6667,0.79,0.1045,60,11,6,2,1
2,0,6,3,0,5,0,1,0.68,0.6364,0.83,0.0896,28,11,6,3,1
2,0,6,4,0,5,0,1,0.68,0.6364,0.79,0.0896,13,11,6,4,1
2,0,6,5,0,5,0,1,0.68,0.6364,0.74,0.1343,16,11,6,5,1
2,0,6,6,0,5,0,1,0.7,0.6515,0.61,0.1343,40,11,6,6,1
2,0,6,7,0,5,0,1,0.72,0.6667,0.58,0.194,68,11,6,7,1
2,0,6,8,0,5,0,1,0.74,0.6818,0.58,0.194,143,11,6,8,1
2,0,6,9,0,5,0,1,0.74,0.6818,0.62,0.1343,230,11,6,9,1
2,0,6,10,0,5,0,1,0.74,0.6818,0.58,0.1642,264,11,6,10,1
2,0,6,11,0,5,0,1,0.76,0.7121,0.62,0.1343,325,11,6,11,1
2,0,6,12,0,5,0,1,0.8,0.7576,0.55,0.2239,347,11,6,12,1
2,0,6,13,0,5,0,1,0.8,0.7576,0.55,0.194,387,11,6,13,1
2,0,6,14,0,5,0,1,0.82,0.7727,0.49,0.1045,380,11,6,14,1
2,0,6,15,0,5,0,1,0.82,0.7727,0.49,0.1045,374,11,6,15,1
2,0,6,16,0,5,0,2,0.8,0.7273,0.46,0.194,394,11,6,16,1
2,0,6,17,0,5,0,2,0.74,0.6818,0.58,0.1642,337,11,6,17,1
2,0,6,18,0,5,0,2,0.72,0.6818,0.62,0.1343,286,11,6,18,1
2,0,6,19,0,5,0,1,0.7,0.6515,0.65,0.194,264,11,6,19,1
2,0,6,20,0,5,0,1,0.68,0.6364,0.74,0.2537,275,11,6,20,1
2,0,6,21,0,5,0,1,0.66,0.6212,0.74,0.2239,220,11,6,21,1
2,0,6,22,0,5,0,1,0.66,0.6061,0.78,0.2239,190,11,6,22,1
2,0,6,23,0,5,0,1,0.66,0.6212,0.74,0.1045,131,11,6,23,1
2,0,6,0,0,6,0,1,0.66,0.6061,0.78,0.2239,119,12,6,0,1
2,0,6,1,0,6,0,1,0.64,0.5758,0.83,0.1045,93,12,6,1,1
2,0,6,2,0,6,0,1,0.64,0.5758,0.89,0.2537,66,12,6,2,1
2,0,6,3,0,6,0,1,0.64,0.5758,0.89,0.2836,28,12,6,3,1
2,0,6,4,0,6,0,1,0.62,0.5606,0.88,0.1642,14,12,6,4,1
2,0,6,5,0,6,0,1,0.62,0.5606,0.88,0.2239,10,12,6,5,1
2,0,6,6,0,6,0,1,0.62,0.5606,0.88,0.1045,14,12,6,6,1
2,0,6,7,0,6,0,1,0.64,0.5909,0.78,0.1045,34,12,6,7,1
2,0,6,8,0,6,0,1,0.7,0.6667,0.74,0.0,92,12,6,8,1
2,0,6,9,0,6,0,1,0.72,0.6818,0.66,0.0,182,12,6,9,1
2,0,6,10,0,6,0,1,0.76,0.7121,0.58,0.0896,311,12,6,10,1
2,0,6,11,0,6,0,1,0.78,0.7273,0.55,0.1045,367,12,6,11,1
2,0,6,12,0,6,0,1,0.82,0.7576,0.46,0.0,420,12,6,12,1
2,0,6,13,0,6,0,1,0.78,0.7424,0.59,0.2836,373,12,6,13,1
2,0,6,14,0,6,0,1,0.82,0.7879,0.56,0.2537,315,12,6,14,1
2,0,6,15,0,6,0,1,0.8,0.7727,0.59,0.2985,360,12,6,15,1
2,0,6,16,0,6,0,3,0.68,0.6364,0.83,0.2836,350,12,6,16,1
2,0,6,17,0,6,0,3,0.68,0.6364,0.83,0.2836,252,12,6,17,1
2,0,6,18,0,6,0,1,0.7,0.6667,0.74,0.1642,256,12,6,18,1
2,0,6,19,0,6,0,1,0.7,0.6667,0.74,0.1045,223,12,6,19,1
2,0,6,20,0,6,0,1,0.66,0.6061,0.83,0.1642,206,12,6,20,1
2,0,6,21,0,6,0,1,0.66,0.6061,0.83,0.1045,140,12,6,21,1
2,0,6,22,0,6,0,1,0.64,0.5758,0.83,0.1343,128,12,6,22,1
2,0,6,23,0,6,0,1,0.64,0.5909,0.78,0.194,107,12,6,23,1
2,0,6,0,0,0,1,1,0.64,0.5909,0.78,0.1343,28,13,6,0,0
2,0,6,1,0,0,1,1,0.64,0.6061,0.73,0.2239,16,13,6,1,0
2,0,6,2,0,0,1,1,0.62,0.5909,0.73,0.2836,10,13,6,2,0
2,0,6,3,0,0,1,1,0.6,0.6061,0.6,0.4925,7,13,6,3,0
2,0,6,4,0,0,1,1,0.56,0.5303,0.64,0.2985,4,13,6,4,0
2,0,6,5,0,0,1,1,0.54,0.5152,0.64,0.3881,29,13,6,5,0
2,0,6,6,0,0,1,1,0.54,0.5152,0.64,0.4179,105,13,6,6,0
2,0,6,7,0,0,1,1,0.56,0.5303,0.56,0.3582,328,13,6,7,0
2,0,6,8,0,0,1,1,0.58,0.5455,0.49,0.4478,476,13,6,8,0
2,0,6,9,0,0,1,1,0.62,0.6212,0.46,0.3582,224,13,6,9,0
2,0,6,10,0,0,1,1,0.64,0.6212,0.41,0.3284,118,13,6,10,0
2,0,6,11,0,0,1,1,0.66,0.6212,0.41,0.2985,159,13,6,11,0
2,0,6,12,0,0,1,1,0.66,0.6212,0.41,0.2836,196,13,6,12,0
2,0,6,13,0,0,1,1,0.7,0.6364,0.37,0.0,227,13,6,13,0
2,0,6,14,0,0,1,1,0.7,0.6364,0.34,0.2537,200,13,6,14,0
2,0,6,15,0,0,1,1,0.7,0.6364,0.37,0.4478,185,13,6,15,0
2,0,6,16,0,0,1,1,0.7,0.6364,0.37,0.4179,326,13,6,16,0
2,0,6,17,0,0,1,1,0.7,0.6364,0.39,0.3284,601,13,6,17,0
2,0,6,18,0,0,1,1,0.7,0.6364,0.37,0.3582,586,13,6,18,0
2,0,6,19,0,0,1,1,0.66,0.6212,0.39,0.2836,423,13,6,19,0
2,0,6,20,0,0,1,1,0.64,0.6212,0.44,0.2537,331,13,6,20,0
2,0,6,21,0,0,1,1,0.64,0.6212,0.41,0.2537,218,13,6,21,0
2,0,6,22,0,0,1,1,0.62,0.6212,0.46,0.2239,134,13,6,22,0
2,0,6,23,0,0,1,1,0.62,0.6212,0.46,0.194,89,13,6,23,0
2,0,6,0,0,1,1,1,0.6,0.6212,0.49,0.194,31,14,6,0,0
2,0,6,1,0,1,1,1,0.6,0.6212,0.49,0.2537,13,14,6,1,0
2,0,6,2,0,1,1,1,0.6,0.6212,0.49,0.2836,10,14,6,2,0
2,0,6,3,0,1,1,1,0.58,0.5455,0.53,0.3284,2,14,6,3,0
2,0,6,4,0,1,1,1,0.54,0.5152,0.6,0.2537,3,14,6,4,0
2,0,6,5,0,1,1,1,0.54,0.5152,0.56,0.3284,26,14,6,5,0
2,0,6,6,0,1,1,1,0.54,0.5152,0.56,0.2985,113,14,6,6,0
2,0,6,7,0,1,1,1,0.56,0.5303,0.52,0.4179,365,14,6,7,0
2,0,6,8,0,1,1,1,0.58,0.5455,0.49,0.3881,486,14,6,8,0
2,0,6,9,0,1,1,1,0.62,0.6212,0.46,0.194,193,14,6,9,0
2,0,6,10,0,1,1,1,0.62,0.6212,0.46,0.2239,130,14,6,10,0
2,0,6,11,0,1,1,1,0.64,0.6212,0.41,0.2836,143,14,6,11,0
2,0,6,12,0,1,1,1,0.64,0.6212,0.41,0.3582,169,14,6,12,0
2,0,6,13,0,1,1,1,0.64,0.6212,0.44,0.2239,209,14,6,13,0
2,0,6,14,0,1,1,2,0.64,0.6212,0.47,0.194,159,14,6,14,0
2,0,6,15,0,1,1,1,0.64,0.6212,0.47,0.1642,178,14,6,15,0
2,0,6,16,0,1,1,1,0.68,0.6364,0.41,0.194,330,14,6,16,0
2,0,6,17,0,1,1,3,0.64,0.6212,0.5,0.2836,569,14,6,17,0
2,0,6,18,0,1,1,1,0.62,0.6212,0.51,0.3284,538,14,6,18,0
2,0,6,19,0,1,1,1,0.64,0.6212,0.5,0.3582,386,14,6,19,0
2,0,6,20,0,1,1,1,0.6,0.6212,0.56,0.1642,297,14,6,20,0
2,0,6,21,0,1,1,1,0.6,0.6212,0.56,0.2985,243,14,6,21,0
2,0,6,22,0,1,1,1,0.58,0.5455,0.6,0.2239,188,14,6,22,0
2,0,6,23,0,1,1,1,0.56,0.5303,0.68,0.2239,110,14,6,23,0
2,0,6,0,0,2,1,1,0.56,0.5303,0.64,0.3582,52,15,6,0,0
2,0,6,1,0,2,1,1,0.54,0.5152,0.64,0.2836,14,15,6,1,0
2,0,6,2,0,2,1,1,0.52,0.5,0.63,0.2239,9,15,6,2,0
2,0,6,3,0,2,1,1,0.5,0.4848,0.68,0.2537,1,15,6,3,0
2,0,6,4,0,2,1,1,0.5,0.4848,0.63,0.2836,4,15,6,4,0
2,0,6,5,0,2,1,1,0.48,0.4697,0.67,0.2836,21,15,6,5,0
2,0,6,6,0,2,1,1,0.5,0.4848,0.63,0.2537,121,15,6,6,0
2,0,6,7,0,2,1,1,0.54,0.5152,0.6,0.1343,370,15,6,7,0
2,0,6,8,0,2,1,1,0.58,0.5455,0.53,0.1343,498,15,6,8,0
2,0,6,9,0,2,1,1,0.6,0.6212,0.49,0.0,207,15,6,9,0
2,0,6,10,0,2,1,1,0.64,0.6212,0.47,0.1642,135,15,6,10,0
2,0,6,11,0,2,1,1,0.68,0.6364,0.36,0.0,164,15,6,11,0
2,0,6,12,0,2,1,1,0.7,0.6364,0.34,0.2239,211,15,6,12,0
2,0,6,13,0,2,1,1,0.74,0.6515,0.28,0.2836,189,15,6,13,0
2,0,6,14,0,2,1,1,0.74,0.6515,0.28,0.0,178,15,6,14,0
2,0,6,15,0,2,1,1,0.76,0.6667,0.27,0.0,164,15,6,15,0
2,0,6,16,0,2,1,1,0.76,0.6667,0.27,0.1343,312,15,6,16,0
2,0,6,17,0,2,1,1,0.74,0.6515,0.28,0.1045,638,15,6,17,0
2,0,6,18,0,2,1,1,0.72,0.6515,0.32,0.1343,607,15,6,18,0
2,0,6,19,0,2,1,1,0.7,0.6364,0.37,0.2836,416,15,6,19,0
2,0,6,20,0,2,1,1,0.66,0.6212,0.44,0.1642,330,15,6,20,0
2,0,6,21,0,2,1,1,0.64,0.6212,0.47,0.2239,257,15,6,21,0
2,0,6,22,0,2,1,1,0.62,0.6212,0.5,0.1045,175,15,6,22,0
2,0,6,23,0,2,1,1,0.62,0.6212,0.53,0.0,107,15,6,23,0
2,0,6,0,0,3,1,1,0.6,0.6212,0.56,0.1045,47,16,6,0,0
2,0,6,1,0,3,1,1,0.58,0.5455,0.6,0.0,17,16,6,1,0
2,0,6,2,0,3,1,1,0.6,0.6212,0.56,0.0896,5,16,6,2,0
2,0,6,3,0,3,1,2,0.56,0.5303,0.73,0.0896,4,16,6,3,0
2,0,6,4,0,3,1,2,0.56,0.5303,0.68,0.1045,6,16,6,4,0
2,0,6,5,0,3,1,1,0.6,0.6061,0.64,0.194,25,16,6,5,0
2,0,6,6,0,3,1,3,0.58,0.5455,0.73,0.1642,112,16,6,6,0
2,0,6,7,0,3,1,3,0.56,0.5303,0.78,0.1642,188,16,6,7,0
2,0,6,8,0,3,1,2,0.6,0.5909,0.69,0.1343,388,16,6,8,0
2,0,6,9,0,3,1,2,0.62,0.6061,0.65,0.194,261,16,6,9,0
2,0,6,10,0,3,1,2,0.66,0.6212,0.61,0.2537,121,16,6,10,0
2,0,6,11,0,3,1,2,0.68,0.6364,0.61,0.2985,150,16,6,11,0
2,0,6,12,0,3,1,1,0.72,0.6667,0.54,0.3881,206,16,6,12,0
2,0,6,13,0,3,1,2,0.72,0.6667,0.54,0.2537,151,16,6,13,0
2,0,6,14,0,3,1,2,0.72,0.6667,0.54,0.3284,153,16,6,14,0
2,0,6,15,0,3,1,2,0.7,0.6515,0.61,0.2985,159,16,6,15,0
2,0,6,16,0,3,1,3,0.66,0.6212,0.69,0.194,294,16,6,16,0
2,0,6,17,0,3,1,2,0.64,0.5909,0.78,0.1045,272,16,6,17,0
2,0,6,18,0,3,1,1,0.64,0.5758,0.83,0.2239,325,16,6,18,0
2,0,6,19,0,3,1,1,0.62,0.5758,0.83,0.2836,327,16,6,19,0
2,0,6,20,0,3,1,1,0.62,0.5758,0.83,0.3284,201,16,6,20,0
2,0,6,21,0,3,1,3,0.62,0.5758,0.83,0.2537,188,16,6,21,0
2,0,6,22,0,3,1,3,0.62,0.5758,0.83,0.2537,151,16,6,22,0
2,0,6,23,0,3,1,3,0.6,0.5606,0.83,0.2537,16,16,6,23,0
2,0,6,0,0,4,1,1,0.56,0.5303,0.88,0.0896,24,17,6,0,0
2,0,6,1,0,4,1,1,0.56,0.5303,0.94,0.1343,23,17,6,1,0
2,0,6,2,0,4,1,1,0.56,0.5303,0.94,0.1045,13,17,6,2,0
2,0,6,3,0,4,1,1,0.56,0.5303,0.94,0.1045,6,17,6,3,0
2,0,6,4,0,4,1,1,0.54,0.5152,0.94,0.1343,6,17,6,4,0
2,0,6,5,0,4,1,1,0.54,0.5152,1.0,0.0,13,17,6,5,0
2,0,6,6,0,4,1,1,0.56,0.5303,0.94,0.0,97,17,6,6,0
2,0,6,7,0,4,1,1,0.6,0.5606,0.83,0.0,250,17,6,7,0
2,0,6,8,0,4,1,2,0.6,0.5606,0.83,0.0,454,17,6,8,0
2,0,6,9,0,4,1,1,0.7,0.6515,0.58,0.194,224,17,6,9,0
2,0,6,10,0,4,1,1,0.7,0.6515,0.58,0.194,170,17,6,10,0
2,0,6,11,0,4,1,1,0.68,0.6364,0.69,0.2537,181,17,6,11,0
2,0,6,12,0,4,1,1,0.7,0.6515,0.65,0.2537,243,17,6,12,0
2,0,6,13,0,4,1,1,0.74,0.6818,0.62,0.2836,204,17,6,13,0
2,0,6,14,0,4,1,1,0.76,0.697,0.52,0.194,215,17,6,14,0
2,0,6,15,0,4,1,1,0.78,0.697,0.43,0.2239,243,17,6,15,0
2,0,6,16,0,4,1,1,0.76,0.6818,0.45,0.1642,355,17,6,16,0
2,0,6,17,0,4,1,3,0.76,0.6818,0.4,0.194,552,17,6,17,0
2,0,6,18,0,4,1,3,0.76,0.6818,0.4,0.194,450,17,6,18,0
2,0,6,19,0,4,1,3,0.64,0.5758,0.83,0.2537,328,17,6,19,0
2,0,6,20,0,4,1,1,0.64,0.5909,0.78,0.1045,232,17,6,20,0
2,0,6,21,0,4,1,1,0.64,0.5909,0.78,0.0896,208,17,6,21,0
2,0,6,22,0,4,1,1,0.62,0.5606,0.88,0.1343,175,17,6,22,0
2,0,6,23,0,4,1,1,0.62,0.5758,0.83,0.1343,178,17,6,23,0
2,0,6,0,0,5,0,1,0.62,0.5606,0.88,0.1343,104,18,6,0,1
2,0,6,1,0,5,0,1,0.62,0.5758,0.83,0.1045,95,18,6,1,1
2,0,6,2,0,5,0,1,0.6,0.5455,0.88,0.0,53,18,6,2,1
2,0,6,3,0,5,0,1,0.6,0.5455,0.88,0.0896,20,18,6,3,1
2,0,6,4,0,5,0,1,0.6,0.5455,0.88,0.0896,5,18,6,4,1
2,0,6,5,0,5,0,1,0.62,0.5758,0.83,0.0,7,18,6,5,1
2,0,6,6,0,5,0,1,0.62,0.5758,0.83,0.1045,27,18,6,6,1
2,0,6,7,0,5,0,1,0.64,0.5909,0.78,0.1343,57,18,6,7,1
2,0,6,8,0,5,0,1,0.66,0.6061,0.78,0.0896,131,18,6,8,1
2,0,6,9,0,5,0,1,0.7,0.6515,0.61,0.2239,218,18,6,9,1
2,0,6,10,0,5,0,1,0.72,0.6818,0.62,0.194,244,18,6,10,1
2,0,6,11,0,5,0,1,0.72,0.6818,0.62,0.1343,404,18,6,11,1
2,0,6,12,0,5,0,1,0.74,0.697,0.66,0.0896,420,18,6,12,1
2,0,6,13,0,5,0,1,0.76,0.697,0.55,0.0,327,18,6,13,1
2,0,6,14,0,5,0,2,0.8,0.7273,0.46,0.2836,334,18,6,14,1
2,0,6,15,0,5,0,2,0.82,0.7576,0.46,0.1343,367,18,6,15,1
2,0,6,16,0,5,0,2,0.76,0.697,0.52,0.2239,468,18,6,16,1
2,0,6,17,0,5,0,2,0.76,0.6818,0.48,0.1642,449,18,6,17,1
2,0,6,18,0,5,0,2,0.74,0.6818,0.55,0.194,381,18,6,18,1
2,0,6,19,0,5,0,2,0.74,0.6667,0.51,0.1045,326,18,6,19,1
2,0,6,20,0,5,0,2,0.72,0.6667,0.58,0.1343,188,18,6,20,1
2,0,6,21,0,5,0,2,0.72,0.6818,0.66,0.1045,183,18,6,21,1
2,0,6,22,0,5,0,2,0.72,0.6818,0.62,0.1343,161,18,6,22,1
2,0,6,23,0,5,0,2,0.72,0.6818,0.62,0.0,150,18,6,23,1
2,0,6,0,0,6,0,1,0.7,0.6515,0.65,0.0,89,19,6,0,1
2,0,6,1,0,6,0,2,0.7,0.6515,0.65,0.0896,76,19,6,1,1
2,0,6,2,0,6,0,1,0.68,0.6364,0.74,0.0896,72,19,6,2,1
2,0,6,3,0,6,0,2,0.66,0.6061,0.78,0.1343,30,19,6,3,1
2,0,6,4,0,6,0,2,0.66,0.6212,0.74,0.1343,17,19,6,4,1
2,0,6,5,0,6,0,2,0.66,0.6061,0.78,0.0,19,19,6,5,1
2,0,6,6,0,6,0,2,0.66,0.6061,0.78,0.1642,33,19,6,6,1
2,0,6,7,0,6,0,2,0.66,0.6061,0.78,0.1642,71,19,6,7,1
2,0,6,8,0,6,0,3,0.68,0.6364,0.74,0.1045,84,19,6,8,1
2,0,6,9,0,6,0,2,0.68,0.6364,0.74,0.1045,169,19,6,9,1
2,0,6,10,0,6,0,2,0.7,0.6515,0.61,0.1045,244,19,6,10,1
2,0,6,11,0,6,0,2,0.72,0.6667,0.58,0.0896,377,19,6,11,1
2,0,6,12,0,6,0,2,0.74,0.6818,0.55,0.0896,396,19,6,12,1
2,0,6,13,0,6,0,2,0.74,0.6667,0.51,0.0,363,19,6,13,1
2,0,6,14,0,6,0,3,0.74,0.6818,0.58,0.1045,317,19,6,14,1
2,0,6,15,0,6,0,2,0.74,0.6818,0.55,0.1045,362,19,6,15,1
2,0,6,16,0,6,0,2,0.76,0.6818,0.48,0.0,378,19,6,16,1
2,0,6,17,0,6,0,1,0.74,0.6667,0.51,0.0,397,19,6,17,1
2,0,6,18,0,6,0,2,0.74,0.6818,0.58,0.0896,296,19,6,18,1
2,0,6,19,0,6,0,1,0.72,0.6818,0.62,0.1343,311,19,6,19,1
2,0,6,20,0,6,0,1,0.7,0.6515,0.7,0.194,232,19,6,20,1
2,0,6,21,0,6,0,1,0.68,0.6364,0.79,0.1343,167,19,6,21,1
2,0,6,22,0,6,0,1,0.66,0.6061,0.78,0.2239,152,19,6,22,1
2,0,6,23,0,6,0,1,0.66,0.6061,0.78,0.194,92,19,6,23,1
2,0,6,0,0,0,1,1,0.66,0.6061,0.83,0.1642,26,20,6,0,0
2,0,6,1,0,0,1,1,0.64,0.5758,0.89,0.0896,12,20,6,1,0
2,0,6,2,0,0,1,1,0.64,0.5758,0.89,0.0896,2,20,6,2,0
2,0,6,3,0,0,1,3,0.64,0.5758,0.89,0.0,1,20,6,3,0
2,0,6,4,0,0,1,3,0.62,0.5606,0.88,0.1642,3,20,6,4,0
2,0,6,5,0,0,1,3,0.62,0.5758,0.83,0.1343,3,20,6,5,0
2,0,6,6,0,0,1,3,0.6,0.5758,0.78,0.1343,26,20,6,6,0
2,0,6,7,0,0,1,3,0.56,0.5303,0.88,0.194,46,20,6,7,0
2,0,6,8,0,0,1,3,0.56,0.5303,0.83,0.194,221,20,6,8,0
2,0,6,9,0,0,1,2,0.6,0.5758,0.78,0.2537,219,20,6,9,0
2,0,6,10,0,0,1,2,0.6,0.5758,0.78,0.2537,91,20,6,10,0
2,0,6,11,0,0,1,2,0.6,0.5758,0.78,0.1045,94,20,6,11,0
2,0,6,12,0,0,1,2,0.62,0.6061,0.69,0.1045,162,20,6,12,0
2,0,6,13,0,0,1,1,0.64,0.6061,0.65,0.1045,179,20,6,13,0
2,0,6,14,0,0,1,1,0.66,0.6212,0.61,0.1045,175,20,6,14,0
2,0,6,15,0,0,1,1,0.66,0.6212,0.61,0.1343,205,20,6,15,0
2,0,6,16,0,0,1,1,0.7,0.6515,0.58,0.1642,299,20,6,16,0
2,0,6,17,0,0,1,1,0.7,0.6515,0.54,0.0,565,20,6,17,0
2,0,6,18,0,0,1,1,0.7,0.6515,0.61,0.2537,538,20,6,18,0
2,0,6,19,0,0,1,1,0.66,0.6212,0.65,0.2239,431,20,6,19,0
2,0,6,20,0,0,1,1,0.66,0.6212,0.69,0.2239,316,20,6,20,0
